,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,8.219178082191782e-06
163,1.6438356164383563e-05
164,1.6438356164383563e-05
165,1.6438356164383563e-05
166,1.6438356164383563e-05
167,1.9178082191780822e-05
168,2.1917808219178083e-05
169,2.7397260273972607e-05
170,3.2876712328767134e-05
171,3.2876712328767134e-05
172,3.2876712328767134e-05
173,3.2876712328767134e-05
174,3.835616438356166e-05
175,3.835616438356166e-05
176,3.835616438356166e-05
177,3.835616438356166e-05
178,4.109589041095892e-05
179,4.931506849315071e-05
180,6.027397260273976e-05
181,6.301369863013702e-05
182,6.575342465753428e-05
183,6.849315068493154e-05
184,7.397260273972608e-05
185,7.397260273972608e-05
186,7.94520547945206e-05
187,3.205561643835616
188,6.4110493150684915
189,6.41105205479452
190,6.411057534246575
191,6.411065753424657
192,6.411068493150695
193,12.82202191780823
194,16.02750958904111
195,16.02752054794522
196,22.43847397260275
197,25.643956164383575
198,28.84943561643837
199,35.260391780821934
200,38.4658684931507
201,41.67135342465755
202,41.67135342465755
203,41.67135616438358
204,41.67135616438358
205,48.082312328767145
206,48.08232054794522
207,48.08232328767126
208,48.08232328767126
209,51.2878082191781
210,54.493287671232906
211,54.49329315068496
212,54.49329315068496
213,54.49329863013702
214,60.904257534246604
215,57.69878630136989
216,57.698789041095914
217,83.3426273972603
218,83.34263287671236
219,83.34263287671236
220,83.34264109589044
221,86.54812054794525
222,89.75360273972606
223,89.75360821917812
224,96.16456986301371
225,96.16456986301371
226,102.57553150684929
227,102.5755342465753
228,112.19196712328755
229,112.19197534246564
230,118.60292876712316
231,121.80841095890399
232,121.80841643835605
233,121.80842191780808
234,125.01390684931489
235,128.21938904109572
236,131.42487123287654
237,131.42487123287654
238,134.63035068493133
239,137.83583561643815
240,141.041320547945
241,141.04132328767102
242,141.04133150684908
243,144.24682465753398
244,147.45230410958877
245,147.45231232876685
246,147.45232054794494
247,153.86328493150657
248,163.47972054794496
249,166.68520547945178
250,166.68521369862984
251,166.6852191780819
252,169.89070136986268
253,195.53453424657522
254,195.53453972602728
255,201.94549863013683
256,198.74003013698612
257,230.7948328767123
258,246.82221917808215
259,253.23317808219176
260,253.23318082191778
261,256.4386602739725
262,256.4386602739725
263,259.6441424657534
264,262.8496191780822
265,262.84962465753426
266,262.8496356164384
267,262.8496465753425
268,266.0551287671233
269,262.8496520547945
270,269.260605479452
271,269.26060821917804
272,272.46609041095894
273,275.67157260273973
274,256.438701369863
275,256.438701369863
276,256.4387041095891
277,266.0551479452056
278,282.0825369863014
279,282.0825397260274
280,282.0825424657535
281,291.69897534246587
282,266.0551479452054
283,298.10993698630136
284,301.31541917808227
285,304.520901369863
286,307.72638630136987
287,314.1373452054796
288,323.75377534246593
289,323.75377808219196
290,333.3702191780824
291,333.3702191780823
292,336.57570136986317
293,339.78118630137004
294,339.78118904109607
295,339.7811917808221
296,346.1921506849317
297,346.1921534246577
298,346.1921616438358
299,355.8086027397263
300,359.01407945205506
301,368.6305178082195
302,368.6305232876715
303,429.53462739725995
304,458.3839479452047
305,464.7949068493142
306,496.84970136986215
307,480.82230136986203
308,480.8223041095881
309,490.4387397260264
310,500.05517260273876
311,506.46613424657437
312,506.4661424657525
313,535.3154520547937
314,541.7264109589032
315,551.3428493150676
316,551.3428657534237
317,583.3976602739714
318,628.2743643835603
319,657.1236821917795
320,682.7675178082177
321,685.9729999999985
322,692.3839616438341
323,685.9730136986286
324,695.589452054793
325,695.5894630136972
326,702.0004273972588
327,711.616868493149
328,721.2333123287655
329,746.8771589041077
330,756.4936027397241
331,753.2881589041074
332,759.6991205479432
333,769.3155643835595
334,810.9867890410939
335,817.3977616438336
336,823.8087205479432
337,827.0142164383541
338,855.8635369862993
339,862.2745068493132
340,865.4799999999981
341,908.6032849315047
342,913.260821917806
343,919.6717863013674
344,945.3156273972578
345,962.7950821917784
346,966.0005643835593
347,969.2060520547922
348,972.411539726025
349,988.4389342465728
350,991.6444164383538
351,1034.4663287671206
352,1044.0827726027371
353,1044.082778082189
354,1031.2608684931479
355,1031.260876712326
356,1031.2608986301343
357,1037.671868493148
358,1029.808865753422
359,1040.8773589041066
360,1044.0828410958877
361,1051.945854794518
362,1039.1239589041072
363,1045.5349123287642
364,1051.9458767123258
365,1056.9047835616411
366,1066.2198520547918
367,1077.2883506849287
368,1088.3568520547917
369,1091.5623424657501
370,1094.7678383561613
371,1075.5349671232848
372,1078.7404575342437
373,1085.1514191780789
374,1089.8089589041062
375,1103.7815643835586
376,1108.7404712328735
377,1134.3843095890377
378,1131.4802246575307
379,1157.1240630136951
380,1160.3295561643802
381,1134.6857342465717
382,1140.7953342465717
383,1147.206304109585
384,1164.384386301366
385,1156.521389041092
386,1156.521389041092
387,1196.4391863013661
388,1170.795364383558
389,1172.2474328767087
390,1186.5214054794485
391,1188.274841095887
392,1194.6858054794484
393,1199.6447150684896
394,1191.1789643835582
395,1213.6173342465718
396,1212.1652821917774
