,0
0,1569.1341561643837
1,2372.23524383562
2,2841.8581534246587
3,3075.715824657536
4,3214.037769863011
5,3302.072556164383
6,3364.074687671228
7,3403.6386904109563
8,3436.2821972602737
9,3456.1912904109563
10,3066.0723123287653
11,2789.6135479452005
12,2559.0262958904104
13,2350.5680136986302
14,2209.296131506853
15,2070.19707671233
16,1948.3502027397258
17,1830.4733178082183
18,1728.9636657534243
19,1622.0321452054804
20,1847.949506849316
21,1976.844849315069
22,2099.975884931507
23,2195.3371643835635
24,2270.5997917808227
25,2340.0540575342484
26,2401.1851561643857
27,2457.8094054794533
28,2519.0004767123282
29,2569.37529863014
30,2569.038389041097
31,2591.276347945207
32,2612.7440986301394
33,2634.5791315068504
34,2614.523789041098
35,2619.805257534251
36,2617.7059013698654
37,2625.3325013698627
38,2639.7811095890424
39,2671.697920547948
40,2592.5308383561683
41,2548.341778082194
42,2507.9171342465766
43,2469.9060328767164
44,2438.886909589045
45,2418.6184547945254
46,2404.454043835616
47,2378.5306931506884
48,2344.451246575344
49,2299.2293424657555
50,2331.1936493150706
51,2339.6045726027423
52,2349.4128082191796
53,2368.0127698630163
54,2388.3743452054814
55,2409.9578684931525
56,2410.697638356167
57,2438.108619178086
58,2428.2975780821953
59,2435.5989369863037
60,2450.9058410958937
61,2471.2564493150708
62,2481.6646630137025
63,2479.790717808223
64,2482.6893589041133
65,2493.7085068493197
66,2479.4043616438416
67,2466.0235369863058
68,2464.7961808219206
69,2501.4427424657565
70,2475.4371945205517
71,2442.5960712328797
72,2447.848060273976
73,2449.2754794520592
74,2441.527624657536
75,2406.9742493150707
76,2396.440038356169
77,2390.5085808219214
78,2385.4098602739787
79,2350.4535808219225
80,2361.0371232876732
81,2364.472758904112
82,2368.100134246579
83,2382.086446575346
84,2407.2343479452084
85,2413.9577315068527
86,2444.4919835616483
87,2465.9193726027456
88,2466.7220246575403
89,2476.774021917812
90,2486.752104109594
91,2505.453517808223
92,2497.1439506849333
93,2478.4097205479497
94,2455.190509589041
95,2461.9740794520585
96,2464.283665753429
97,2450.9302794520586
98,2472.2645780821945
99,2497.4315945205526
100,2465.3357917808253
101,2443.0590493150717
102,2453.815232876715
103,2454.1768191780866
104,2468.7521232876766
105,2467.8891780821946
106,2436.322065753427
107,2440.7658712328807
108,2410.289208219182
109,2371.3220849315107
110,2397.7658904109626
111,2417.300136986304
112,2428.6508191780845
113,2455.656213698635
114,2455.9602712328797
115,2450.1877150684954
116,2481.393150684934
117,2470.8260301369883
118,2475.75751232877
